polymer_type,natural_fiber,fiber_percentage,molecular_weight,moisture_content,ph,temperature,density,tensile_strength,elastic_modulus,flexural_strength,impact_strength,degradation_time,weight_loss,water_absorption,biodegradation_rate
PLLA,Sisal,12.454755719996022,275081.54105080955,9.9048492596241,6.425047756054028,25.172373162060964,1.268,73.28,5.21,93.47,9.01,407.7,53.93,24.19,0.166
Gelatin,Nanocellulose,27.86990269273744,326931.708830853,13.624745889430066,5.322899344861536,45.05057625282136,1.322,125.49,6.58,165.21,11.99,322.9,62.14,33.68,0.222
PCL,Kenaf,13.182373552876472,334021.6393983567,6.580837366410451,8.429067552215038,34.27325022944491,1.184,86.93,5.56,114.26,10.74,427.7,51.59,22.1,0.166
Starch,Rice Husk,41.12441368381391,244627.68199127822,9.103597329500653,5.295011887757359,43.49016403718592,1.55,72.54,7.81,105.67,12.34,295.6,67.72,33.12,0.275
PLLA,Rice Husk,48.1883111927497,161311.1764853335,12.72610861432943,6.767137178758638,27.180637115724863,1.342,49.74,7.58,81.3,11.79,278.8,72.91,43.56,0.292
PHA,Bamboo,35.223751113751725,183075.18792847887,17.393357453591918,4.507071736763157,30.23397733995103,1.389,56.88,6.38,83.87,10.37,269.1,76.01,41.96,0.303
PBS,Rice Husk,42.40312811701935,240229.023036581,7.256361627068134,5.514580328795846,47.049118685754735,1.348,69.72,7.84,102.2,13.16,296.5,68.14,33.69,0.246
PLGA,Coir,56.61083053962335,293383.2052826713,6.4204463486206915,5.536553948876451,47.323993422623346,1.488,90.1,9.66,131.94,15.88,284.3,69.51,38.89,0.327
PCL,Jute,40.11043412638343,149861.48401377298,8.913258120251989,7.451949742464018,28.555267323014572,1.281,76.69,6.84,114.03,10.46,320.4,65.63,36.3,0.278
PGA,Sugarcane Bagasse,25.028700900113545,323369.9919299556,13.443920397148634,6.482504554177838,22.506562868282774,1.628,80.11,6.91,105.36,11.42,410.3,50.45,30.96,0.145
PLLA,Rice Husk,29.721408727120355,133767.0895777961,17.365579916455854,4.548367404043127,47.87044820814801,1.336,34.83,5.42,50.95,9.01,213.3,85.87,38.1,0.47
Gelatin,Flax,52.32888743396203,199875.12810470533,10.352849334713275,6.016683755423523,29.012121597554454,1.429,124.36,8.46,170.23,12.91,286.6,68.44,41.12,0.313
Collagen,Jute,12.189617542255302,337635.7760113964,14.905263966543728,7.079124388288386,23.603581494593016,1.353,75.38,5.53,96.42,10.03,426.1,51.22,30.59,0.162
PCL,Coir,22.915536234773796,330223.65293619526,9.16259679604639,7.046827819482967,30.44342090012851,1.245,79.5,6.23,103.48,11.59,413.6,54.32,28.01,0.154
PLA,Banana Fiber,36.75040379337663,252638.42864887978,2.157642623386431,4.715554856850222,28.45997073222763,1.355,94.73,7.49,132.03,12.04,375.0,57.5,26.37,0.175
PBS,Kenaf,42.20142631746389,133859.2622320028,16.254486603082043,8.215651729494079,22.41670751919611,1.414,70.75,6.62,101.79,10.73,270.1,74.75,44.58,0.349
PHA,Jute,46.99244914874379,100091.21061888113,6.282988529525702,5.487964274989458,49.51217573579922,1.371,79.91,7.26,115.65,10.77,229.5,83.81,36.19,0.431
Alginate,Jute,22.501373779784792,55645.87370673415,3.787983081494436,8.066104456419328,28.813123235061212,1.455,56.17,5.02,79.26,6.63,325.9,64.32,20.97,0.231
PGA,Kenaf,13.022252370503265,256769.4095166033,17.936664648173593,5.353657783710692,28.17138389084744,1.563,62.49,5.19,79.68,9.0,343.0,63.23,30.8,0.215
HA,Coir,57.516156532210786,191104.2220806514,7.2320834386044375,6.771401137068083,32.59791577425502,1.223,70.71,8.44,104.7,13.91,297.8,67.56,40.35,0.289
HA,Banana Fiber,9.20157194226217,213132.06206216232,3.7528815760720935,6.124321232983759,32.44465225475982,1.077,62.6,4.3,81.65,7.57,410.1,53.75,18.38,0.154
Starch,Rice Husk,10.2692945682787,181165.4956562361,6.640445944231064,6.825397132585643,33.014826599014015,1.439,56.73,4.53,74.78,7.09,378.1,56.6,19.78,0.181
PLLA,Bamboo,32.22183980460829,184542.85874350174,9.978320841918055,6.491451256666213,47.19889905838828,1.314,65.9,6.07,93.55,10.93,285.0,70.35,32.01,0.263
PGA,Nanocellulose,50.05990654789791,212807.55814558888,2.951291927299283,4.508189243414728,21.80709182987789,1.655,160.0,8.89,195.0,12.61,349.7,60.74,30.58,0.226
Chitosan,Banana Fiber,47.59772584954297,322563.84197633207,7.31824376700424,5.905329499194366,48.24935137142259,1.504,108.92,9.0,149.14,15.12,325.2,63.51,34.85,0.241
Gelatin,Kenaf,56.573459640675054,39397.21582977526,12.536130975804992,4.544868625318798,39.97761440949027,1.457,74.13,7.49,112.88,10.91,175.5,98.0,44.35,0.681
Alginate,Sugarcane Bagasse,12.788141658714363,286523.769463412,16.612878080908754,7.2334661386324335,40.925322900760676,1.433,63.72,5.21,86.52,9.4,352.5,60.46,31.98,0.214
Collagen,Kenaf,25.66499913843398,154965.20337864503,8.057721795242353,7.9139832207541225,24.73556118490218,1.381,71.12,5.55,98.7,8.99,350.2,60.77,26.82,0.204
PCL,Banana Fiber,20.517817079694055,268375.76553055993,10.81531005479108,6.038857846839442,29.873767944059278,1.168,71.55,5.59,92.48,10.3,370.8,59.06,29.41,0.218
PCL,Kenaf,52.34785679550696,333528.42535819404,11.995026299454576,6.5992081502724345,21.566581599846533,1.325,116.69,9.08,164.67,15.72,368.9,59.66,42.42,0.181
HA,Kenaf,31.85950411546602,128011.83792842725,2.6674324090741774,4.763349388717035,39.59237115888707,1.156,75.14,5.78,103.81,9.06,303.8,66.8,26.48,0.258
PCL,Nanocellulose,6.47663639286165,58657.48375801566,7.146713199434734,6.040789635254129,30.19547406379788,1.135,40.71,2.87,52.43,4.43,331.0,63.21,20.16,0.252
PHA,Nanocellulose,43.93804237611181,104335.4996207762,12.790191250181467,5.055441625725166,36.53760465700046,1.389,127.55,6.65,173.24,10.07,229.6,83.37,40.56,0.459
Alginate,Rice Husk,26.378395380463143,101069.70595602004,13.638407927088965,4.758807355793341,42.58184927268802,1.481,38.43,5.29,55.99,7.7,236.9,82.17,33.3,0.412
PLA,Wood Flour,34.213071985405676,267391.81358728127,7.373209817868156,5.188132590003516,36.606023106716,1.373,78.43,7.15,109.17,12.17,341.4,62.66,29.89,0.221
PLGA,Wood Flour,54.15830848554989,49794.618152037554,1.6111481307717617,7.983375774260304,22.144848715985535,1.466,62.46,7.85,93.53,10.87,285.7,72.24,32.48,0.325
Starch,Hemp,19.12057760480464,46298.74555383481,1.6132824040825655,8.428817613315797,21.849204148460757,1.476,61.92,4.69,79.84,5.41,350.5,61.23,14.99,0.18
PHBV,Kenaf,18.21455715866974,251954.7502348275,10.378980292490875,8.016856531078405,46.0147327561797,1.347,74.04,5.43,100.1,9.56,334.4,63.72,27.78,0.205
Silk,Kenaf,19.475587729904912,208150.2991603276,10.59951729278551,8.378681886742902,27.864483957309734,1.408,70.28,5.32,96.46,8.64,358.7,60.67,27.09,0.182
Starch,Jute,23.595939519283647,163685.6143498251,10.669370634232532,7.423227205941849,30.866321998183366,1.491,64.93,5.62,87.57,8.53,348.3,60.57,28.9,0.207
PLLA,Wood Flour,10.904468605535481,214117.89023265446,13.408925586201349,5.138821999274587,26.55189176678002,1.27,52.88,4.32,73.11,7.69,354.4,59.64,29.16,0.21
PLA,Rice Husk,43.34708134447242,265279.32990996446,16.70094502895325,6.752681812311735,40.96642871495624,1.392,62.86,7.85,90.6,13.48,286.6,69.01,46.21,0.278
Cellulose,Sugarcane Bagasse,16.40692948060251,63110.83926616938,17.83780842761676,7.426384278534895,31.58295876011401,1.562,27.87,4.15,38.94,5.95,270.3,74.43,34.76,0.323
Starch,Bamboo,55.93801609988222,207051.65311390162,13.067601451310502,6.553851176595192,33.689762959290945,1.594,77.95,8.67,115.03,13.8,268.3,74.09,44.4,0.345
Collagen,Hemp,16.862747265042888,293813.3865325777,9.980978840795416,6.718668936408933,40.23391424774133,1.379,87.91,5.65,110.87,10.09,368.2,58.51,25.25,0.172
HA,Hemp,19.06031161198263,145977.33458505996,3.8264141722851943,6.84476038005805,38.691933962293476,1.097,71.48,4.63,95.54,7.97,352.0,57.79,23.36,0.199
PBS,Sugarcane Bagasse,21.3361125845949,274165.7560392445,7.838890460097271,6.367385757517802,43.23032249204624,1.327,75.72,6.04,101.8,10.3,358.0,61.36,24.41,0.231
PLLA,Sugarcane Bagasse,47.269595335627876,300534.66852688295,10.945534983718034,5.66235386572955,42.46461180297125,1.421,84.92,8.55,124.64,14.72,307.3,66.52,38.8,0.24
PCL,Banana Fiber,28.518356809311637,292697.34138244286,17.99683993936712,7.048100555218513,33.19683515193712,1.234,70.84,6.17,98.88,12.07,342.5,61.79,41.08,0.211
PGA,Rice Husk,50.063404321684025,238114.04863547557,3.5951967847491453,4.714033583576693,25.75564232345345,1.699,80.85,9.2,119.44,13.66,335.2,62.01,32.1,0.207
Collagen,Bamboo,48.166954179568364,259550.24588686676,14.585761774033676,5.183708986792928,26.696590887639854,1.483,81.4,8.5,116.71,13.67,305.6,64.11,43.36,0.209
PLLA,Jute,56.12197325221066,282056.05782872986,17.982513271769832,8.201046151947862,41.202145170016735,1.465,100.8,9.18,144.29,15.14,257.0,74.8,48.0,0.367
PBS,Nanocellulose,46.61322853072301,264786.97903924226,14.787306169022585,6.455265009955241,27.83868610983705,1.423,155.51,8.14,195.0,13.02,317.5,66.86,42.88,0.242
Gelatin,Sugarcane Bagasse,7.855114331798456,174537.6519317052,14.157878632678965,7.786735245447683,33.213635579174934,1.283,44.48,3.8,56.95,6.92,342.8,61.85,27.59,0.192
PCL,Sisal,51.05047005344821,80918.70171902578,5.768238761556804,7.406162766747465,23.237168251345967,1.284,85.85,7.21,126.68,11.2,291.5,69.23,35.58,0.272
Starch,Wood Flour,56.59399281879762,129113.7919633687,1.5554813681547277,5.782836215936748,23.66776799564743,1.553,72.97,8.73,110.01,12.18,302.9,65.16,31.04,0.254
Starch,Kenaf,59.652905590231796,96318.89991745862,5.22878695364798,7.714596252241829,27.498427856150954,1.583,96.76,8.67,138.93,12.03,272.5,73.86,38.47,0.324
PLLA,Rice Husk,11.889717677285581,145662.12938400073,14.531701898719273,4.8652897602132334,22.544995740204918,1.305,39.21,3.93,54.78,6.3,326.0,65.01,30.43,0.233
Cellulose,Banana Fiber,38.7300298129594,186585.94565837702,3.270139776334828,7.999913017386156,28.23681229898462,1.634,84.24,7.46,121.54,11.24,350.5,60.95,27.07,0.221
Cellulose,Wood Flour,15.970226623628767,336894.93495495874,6.385953184600917,7.222240005321691,37.0457787804319,1.529,87.46,6.41,112.72,10.73,432.0,51.03,19.87,0.16
PGA,Kenaf,19.438030250192945,337028.09439656406,10.781336971167507,8.208289267673862,42.34306339945715,1.605,92.83,6.76,121.23,11.15,376.5,57.8,27.91,0.196
Gelatin,Sisal,46.007138602257186,276268.3266933941,11.066869957276877,8.08204160099562,20.981081161227323,1.411,109.05,8.39,149.84,14.11,363.2,58.96,38.85,0.219
PCL,Sisal,58.77172447344832,343644.8922762689,10.45931339234741,6.021048142274929,38.01850348314835,1.339,131.47,9.78,184.21,16.68,312.9,67.57,44.18,0.231
PBS,Nanocellulose,37.71705258046626,349365.0610638269,17.68457767367993,7.927330087477474,30.895593520579702,1.397,146.88,7.56,195.0,13.83,346.2,62.9,43.48,0.193
PLGA,Banana Fiber,51.782145840223606,313282.15929556586,1.702712328239803,6.75206428807734,26.799238944018242,1.463,115.72,9.44,161.16,15.73,397.3,57.1,31.17,0.167
Starch,Coir,5.488609210585535,55441.146625964175,9.545375416308024,5.128457265466638,20.955732851252087,1.43,32.71,3.22,40.89,4.06,335.3,63.91,20.35,0.258
PBS,Sisal,7.014740191729059,166334.11310856382,9.822940235409362,7.818203453565134,29.77811637749246,1.287,50.42,3.59,63.83,6.65,380.9,57.56,22.15,0.163
PLA,Sugarcane Bagasse,37.819838552922484,200918.39392810946,6.339815196495679,8.131679034561076,43.69034599533086,1.383,71.01,7.13,99.14,11.06,308.0,65.93,29.86,0.261
Starch,Banana Fiber,26.394070588024153,69706.42739700718,10.163676048369751,4.838188830636398,35.90068701679816,1.524,47.26,5.28,65.92,7.15,268.4,74.06,29.38,0.348
PBS,Wood Flour,53.93667982352346,288761.80071780004,12.609117373209497,8.2222113764415,43.26933390348309,1.416,82.53,9.14,118.73,14.62,281.7,71.38,43.66,0.302
Chitosan,Flax,21.609005219715357,77578.69278360989,12.600472476234565,6.905059638475159,32.37067389874441,1.441,57.59,4.63,77.52,6.62,290.4,70.05,30.29,0.279
HA,Flax,28.76280651272261,152665.20812575484,2.949640099737895,4.6035896616088525,45.2976279891153,1.133,90.74,5.61,121.81,9.63,299.2,70.24,25.62,0.295
Silk,Kenaf,34.03500588073625,52051.89757692203,14.740589680965348,6.667178525081536,24.510632002409206,1.485,54.47,5.31,78.71,8.11,260.9,77.63,38.18,0.339
Cellulose,Kenaf,20.017135808743614,197869.78814676573,16.856712196414286,7.686996137133505,44.60101019197373,1.55,61.11,5.49,84.28,8.46,294.5,67.77,34.78,0.303
Alginate,Coir,54.96721770993119,221053.26298709886,3.5395956563828466,6.63272578854088,34.280008590770656,1.548,82.55,9.1,120.94,13.62,319.8,64.54,33.81,0.251
HA,Flax,30.549347156195342,265256.59205141745,8.374564714137787,7.328985015831444,42.38011018217715,1.16,109.28,6.33,146.94,11.94,350.4,59.68,32.35,0.197
PHA,Kenaf,28.32855850154593,138627.67637854494,9.94387875848637,8.018330927508984,27.212664120433338,1.351,66.04,5.67,90.24,9.02,326.1,64.56,28.94,0.22
Silk,Sisal,51.73641769138829,218970.0798730179,3.724557874174565,7.979046040621496,34.584710216525096,1.462,114.93,8.59,161.78,13.56,321.9,65.8,32.94,0.263
Collagen,Kenaf,22.158812090634417,264927.148691351,9.805836828614398,5.215479671742159,41.983768351435415,1.385,82.59,6.19,112.49,10.33,338.2,63.38,28.1,0.215
PBS,Hemp,49.960593948102854,273851.24765120767,4.913170804302295,6.208520100382319,34.512656298731955,1.422,134.29,9.02,181.94,14.36,344.8,62.32,34.04,0.204
Silk,Coir,11.72500689967422,126525.39086401188,16.933455797574965,4.944660263520392,33.743063963325646,1.366,31.27,3.73,39.84,6.1,278.8,69.91,31.38,0.3
PHA,Rice Husk,15.05336933506948,51665.25765700001,8.89976064012751,6.880391268332179,44.31983355606043,1.314,33.41,3.79,47.32,5.72,283.7,70.42,23.81,0.262
PCL,Bamboo,57.29629163944541,42038.23281649736,17.915870647220785,8.31890700458265,24.870470621281356,1.32,44.72,6.95,75.37,10.93,192.2,94.88,48.0,0.599
PLGA,Jute,51.33461199442394,275779.2911016268,2.2674339464131936,5.227387891879161,34.25305057511327,1.471,118.12,9.13,166.3,14.61,344.2,63.74,33.38,0.207
Chitosan,Banana Fiber,26.334439580102345,153340.45349799865,3.6050822819757196,6.114521455141469,44.67123748719463,1.434,69.19,6.06,95.79,8.77,321.6,63.5,21.76,0.182
PLA,Bamboo,40.11510467943662,72861.6520970725,8.812978208908042,8.316107199962756,45.35760462058502,1.391,53.09,6.46,80.49,9.35,232.4,82.41,35.08,0.432
PBS,Bamboo,56.86336041870257,89036.4593668071,15.926928201376887,7.500472905658675,23.548203440765604,1.451,56.18,7.72,86.03,12.35,235.6,81.06,48.0,0.439
PLA,Nanocellulose,16.652239657524635,275168.1519369995,10.661225540959412,4.78467791628224,45.50458742625019,1.304,97.47,5.4,125.63,10.37,333.4,60.98,24.82,0.229
PGA,Sugarcane Bagasse,8.245575862265035,221648.64022104477,13.583663140708605,6.21366226629257,20.36460217279157,1.554,56.34,4.63,71.27,7.78,400.8,53.43,24.8,0.152
Starch,Banana Fiber,34.56074354779179,190449.01317234267,8.488792094617533,8.451542886070621,45.666763138180904,1.517,75.43,6.67,105.82,11.05,300.1,66.75,31.11,0.27
PBS,Rice Husk,12.84282832649763,229362.42739985045,2.1684485914919103,6.312970393927089,27.943049789707242,1.293,67.33,5.05,89.98,8.5,425.2,52.57,16.2,0.144
Alginate,Kenaf,15.302550099125632,73999.85733037571,12.188907214157672,7.017605639747822,37.34505790598748,1.452,40.99,4.11,57.62,5.58,292.0,69.96,26.51,0.306
PBS,Sugarcane Bagasse,54.03465543523687,132093.51773125026,11.961024042673433,7.303906804250093,20.288879094195767,1.437,58.82,8.19,91.28,12.39,285.0,71.13,43.43,0.283
PLLA,Nanocellulose,5.407190225469024,149700.3255632231,2.6785625305781458,7.15572555939467,41.94478073223192,1.3,64.0,4.01,80.14,6.01,376.0,58.6,12.49,0.198
PLGA,Bamboo,49.92510145551277,130639.28620153242,4.319544242431718,6.574873836163647,32.94684619616519,1.416,74.26,8.03,108.21,11.54,288.5,69.04,31.95,0.288
PLLA,Banana Fiber,33.43229269845842,306613.2198831796,9.356570681649014,5.031182749963979,45.37400305828953,1.315,89.64,7.43,124.81,12.76,331.0,62.1,31.32,0.193
PBS,Hemp,35.76119132049152,216054.76628883753,8.86952019777561,7.333659440322055,36.66560006794593,1.364,99.15,7.05,138.06,11.7,326.4,62.88,33.18,0.215
Chitosan,Jute,41.94723782509993,263382.85039484594,13.914888756257769,8.233311490845502,45.0397043836994,1.479,91.29,7.77,130.82,13.21,288.9,69.18,39.2,0.29
Silk,Bamboo,28.72947457694057,105745.94876022289,7.892316759207777,8.26678658908849,38.34993856494582,1.377,53.61,5.49,78.07,8.19,294.5,69.97,29.1,0.299
Cellulose,Flax,11.358653850582812,114503.69193464013,12.444453940623468,6.873557624682265,42.37609110328768,1.539,50.39,4.18,65.07,5.62,301.2,67.5,26.58,0.299
PLA,Rice Husk,10.65511230926531,102107.51458500681,13.122988410787995,6.4687899565777744,42.43929602426623,1.26,32.11,3.35,41.66,6.09,285.5,70.36,26.09,0.307
Chitosan,Rice Husk,46.48992095511684,250153.4648465784,12.142563682176734,5.835844401300138,27.399770624977627,1.492,68.66,8.43,101.38,13.04,321.9,64.02,40.91,0.264
PBS,Rice Husk,17.15693287970067,141693.11862096586,11.336071936423487,4.914275954799054,37.31751971094225,1.273,42.9,4.43,60.94,7.15,295.9,67.65,27.71,0.291
PHA,Coir,6.5455925989704316,159626.92236933217,14.793777430755528,8.032471297132366,46.21589954769244,1.259,38.38,3.53,46.08,6.77,308.0,65.5,27.18,0.233
Silk,Coir,58.87876390044176,256918.91450843553,12.342265062481218,5.048213682333652,46.366294449731775,1.512,77.91,9.59,119.65,15.26,233.9,81.47,45.4,0.429
PHA,Sisal,58.921533564838136,340975.58460262575,15.264041715803348,5.651782917805765,31.54122939516388,1.438,126.76,9.9,179.33,16.56,311.6,65.72,48.0,0.286
PLA,Wood Flour,25.79777355390789,81800.10039466176,12.005311191926241,7.461593883009899,29.74682306262151,1.33,38.51,4.84,56.14,7.53,293.2,69.83,32.12,0.271
Silk,Jute,6.403811450641227,50056.4058351371,4.123054778425773,7.319054734650209,39.61902519203355,1.327,40.19,2.97,47.37,4.38,330.9,63.03,13.99,0.216
Alginate,Nanocellulose,44.999556222601235,92350.69822958749,6.605849205440557,7.224051016128106,43.354830563801634,1.543,137.95,7.36,188.36,10.12,253.6,78.3,33.51,0.33
PLGA,Sugarcane Bagasse,50.70566332671181,265187.41918824904,6.950862985992118,7.466827981819642,21.064066151503855,1.435,85.51,8.89,126.04,14.31,371.4,58.08,37.32,0.185
HA,Sugarcane Bagasse,11.875752956369537,92280.73313568522,3.0496052671588774,6.667909655795624,22.8029616556162,1.095,44.58,3.71,56.8,5.67,378.3,57.37,17.62,0.139
Gelatin,Sugarcane Bagasse,12.450223820007995,216992.76883996362,12.923059848657108,5.119803904587943,43.361959893380345,1.341,53.59,4.57,73.57,8.24,308.7,69.17,27.71,0.285
Collagen,Kenaf,50.22231998332348,218901.29167967426,11.319333914401767,8.493432052116539,33.103977581807975,1.464,96.95,8.17,137.16,13.16,287.3,71.61,40.79,0.284
Chitosan,Bamboo,55.70490637933791,124215.39209506594,11.230956209374462,8.068558348648033,40.02944484206431,1.559,65.92,8.23,100.1,12.17,234.1,81.8,42.58,0.403
Starch,Wood Flour,48.491516017078226,51992.40956052119,9.395535470913662,6.224608988246787,44.610905120015204,1.578,49.18,7.36,80.5,10.1,208.1,87.24,37.56,0.495
Chitosan,Kenaf,16.040972204324127,157744.1655845135,10.461556342747226,6.6213044390185445,42.70407760350244,1.393,58.07,4.84,74.08,6.95,311.0,66.77,25.72,0.246
Gelatin,Nanocellulose,27.63366706888215,89771.33512209139,1.6334403106186641,6.07420380061468,44.29153491050073,1.391,106.64,5.78,141.56,7.67,301.3,67.99,22.36,0.273
HA,Sugarcane Bagasse,38.046333422625274,89031.4272852877,3.088093145816696,7.0519127026127535,35.41640101607352,1.164,57.2,6.16,84.39,9.69,315.3,65.19,28.39,0.241
PHBV,Wood Flour,13.81614106014558,197228.4387291971,12.775324012677535,7.424560159013398,24.733172613367902,1.304,50.48,4.46,66.4,7.98,375.4,59.37,28.48,0.193
PCL,Kenaf,16.583137094787958,245398.76419128114,5.814202305611825,5.426252795104418,34.20524694015697,1.177,78.41,5.22,103.07,9.27,379.4,58.96,21.54,0.205
Alginate,Hemp,20.558733963770525,54132.81672528896,3.280540366681199,6.231186134049188,48.89865468215331,1.463,64.62,4.7,87.77,6.07,277.7,72.31,20.29,0.34
PHA,Coir,33.02322986599601,215062.84756560027,6.922811793102662,7.060939146968819,29.1636061526316,1.335,68.07,6.66,94.55,10.84,354.2,61.63,29.17,0.185
PBS,Nanocellulose,33.094268794765114,108784.52590350744,5.698962074340355,8.4520788823412,32.57812764280366,1.352,114.46,6.1,152.26,9.18,311.1,67.2,26.91,0.274
Alginate,Sugarcane Bagasse,49.786198564115395,245455.37952629846,1.9846456498092908,5.799496543201688,42.96304377511138,1.537,92.01,8.91,130.73,13.49,311.7,67.16,29.26,0.245
Gelatin,Banana Fiber,46.41556103781941,289269.06758475734,8.274203754568173,7.4800017874361355,22.27920187411227,1.421,100.16,8.54,139.87,13.73,379.4,57.04,37.39,0.173
PBS,Jute,55.25546213104681,288244.3634130828,1.9459817367867325,5.8866870541907685,42.71141526491327,1.465,122.65,9.85,171.59,15.79,319.2,64.0,32.57,0.256
Starch,Flax,50.809594755352805,148355.63463703496,1.5064491214752205,4.869359012145434,28.226380075969516,1.57,130.77,8.77,178.5,11.96,308.4,68.9,29.06,0.254
PLLA,Hemp,18.963265156811005,211526.29564081418,14.575816885787304,7.5805832801099235,28.019821203309668,1.299,69.21,5.13,92.94,8.82,355.0,59.95,31.5,0.19
Silk,Coir,23.221322311719995,283982.4588279617,6.697031891550148,7.097227531902174,37.47269864372504,1.398,76.27,6.26,104.83,11.44,390.4,57.22,26.49,0.212
PCL,Rice Husk,32.52327839978936,49459.283673752696,10.865175350624362,6.557358862091216,27.65861418627815,1.218,29.23,5.17,45.34,7.76,274.0,72.29,34.17,0.321
PLGA,Coir,5.784912401000453,223799.78757515587,6.41288769665031,7.200143555307164,39.23464879267708,1.38,63.42,4.38,82.41,7.48,403.0,53.66,16.93,0.17
PLGA,Wood Flour,54.714610345604676,297687.0348238226,16.8453910033075,8.017200215836096,47.26554853692241,1.486,79.86,9.07,116.72,15.17,253.0,77.71,47.52,0.356
Gelatin,Sisal,7.438931690928658,149154.23932848847,13.531490319757994,7.5260424040043095,32.13902722470588,1.323,45.59,3.55,56.16,5.61,350.1,62.4,26.51,0.216
Alginate,Hemp,22.734269894915,175730.59647401178,7.5913092498008945,7.931269691704748,48.30660233227685,1.485,81.2,5.62,108.87,8.8,320.1,64.95,24.21,0.248
PLGA,Rice Husk,36.304613515802366,253592.98193899196,4.97534413137386,5.660075345943142,48.267882423325354,1.385,75.28,7.52,105.15,11.89,327.1,65.49,28.09,0.233
Starch,Wood Flour,33.48127637337762,51723.10779702361,3.773805312907298,7.701934069180787,26.22707231249292,1.529,49.4,6.16,73.08,7.97,320.4,65.36,25.35,0.249
PHA,Nanocellulose,40.995294105423106,153403.50733460017,14.079908285641816,5.940037388532445,32.95359802475879,1.381,127.41,6.87,168.95,10.92,271.2,71.8,41.81,0.297
PHBV,Jute,34.013609641181496,124627.44647163166,8.975106496503587,4.582607425575709,49.70341862628967,1.404,68.66,6.1,95.86,9.61,244.0,77.71,32.01,0.369
Chitosan,Coir,17.59507841366689,35438.159867881855,5.327395751714912,4.672736945827998,23.8547267775571,1.41,35.81,4.18,53.86,5.6,306.5,68.5,20.54,0.293
PGA,Banana Fiber,16.059300328662953,92711.25159464322,16.673830175170146,7.42141825082063,34.260596683657454,1.562,37.05,4.58,49.15,6.4,288.2,70.77,33.31,0.31
Starch,Nanocellulose,54.89858879915242,156682.7409884318,7.936590542778412,5.587637218557991,32.95635080830404,1.626,160.0,8.63,195.0,12.61,254.0,77.79,38.53,0.342
PBS,Rice Husk,19.51817052045759,93177.1866881827,10.467629800615791,5.730337014200077,44.29983404873636,1.336,36.29,4.48,48.04,6.8,277.7,72.67,28.21,0.308
Collagen,Wood Flour,20.453747863373238,222767.46182225808,15.65368654052229,6.990312184542187,24.862570820057336,1.375,54.48,5.23,74.11,9.03,358.6,58.29,35.01,0.195
Gelatin,Sugarcane Bagasse,27.71240928551895,173568.83434761886,15.250688546718514,7.466037039659414,26.64530206954453,1.353,52.29,5.62,73.31,9.37,323.7,64.84,35.79,0.261
PLLA,Sisal,12.669107993248566,42634.014327483135,12.026234923469522,6.735537004534437,25.266598568671665,1.308,34.1,3.28,45.6,4.88,307.7,64.8,27.13,0.233
Silk,Sugarcane Bagasse,32.90000644327822,118012.88458000543,16.162292420672923,7.325488965339522,24.998895820614894,1.422,42.07,5.75,63.49,9.03,290.5,70.88,40.12,0.323
Collagen,Coir,41.576746893617226,36232.56652134849,17.209619663806308,8.264211346045675,27.733610539438068,1.447,30.06,6.08,53.86,9.23,223.8,85.72,43.64,0.474
Silk,Banana Fiber,48.23002706425518,144603.2575662323,16.929383221178675,7.91663978048199,35.84662609625297,1.482,63.93,7.37,93.49,11.74,236.2,82.95,47.83,0.382
PLA,Jute,44.1299833025326,112915.20567866672,7.258621038116016,5.463214604655484,41.2067697569578,1.379,77.6,7.12,116.36,10.19,258.9,76.32,34.47,0.32
Collagen,Sisal,13.119978024414504,250219.77029390773,8.05332308736254,8.127166590945613,31.409273956933728,1.374,73.81,5.04,94.14,9.34,402.0,54.53,22.94,0.153
PGA,Kenaf,30.083692973400815,128370.21619089032,5.468313772191728,5.689057020994182,33.38687994488465,1.614,75.55,6.46,104.42,8.51,313.0,68.59,24.48,0.244
Alginate,Wood Flour,7.122241044449813,150050.77266699646,15.307692419303669,7.142353036325253,43.77180440769469,1.409,38.22,3.55,48.02,6.19,308.8,67.33,26.33,0.251
PHBV,Nanocellulose,5.978889819652211,262106.85819622676,3.5101059975232065,7.998865294090379,35.75655380472975,1.318,84.0,4.65,107.41,8.37,429.7,52.75,13.48,0.124
Chitosan,Banana Fiber,29.207173005059033,183893.6562907689,7.358875607787669,6.9937845090707516,37.69333187664917,1.45,72.66,6.36,97.75,9.62,319.9,63.3,29.23,0.238
Chitosan,Coir,18.912827195169598,208065.40115066877,1.6605977456806809,7.724784544436819,35.53920691621275,1.406,69.34,5.83,93.16,8.71,396.1,55.47,16.01,0.168
PHBV,Coir,42.58484371803495,299230.93239918357,11.311663019794493,8.209388435523095,43.69170128252205,1.395,80.86,8.06,115.54,13.93,317.1,63.37,37.76,0.228
PHA,Rice Husk,44.83324327473769,96204.25774635788,12.363341064662041,8.36774826044706,25.504455890693514,1.402,41.71,6.8,67.46,10.81,269.3,76.03,40.3,0.324
PCL,Banana Fiber,54.247204850704065,346539.3691288289,5.6082937642808295,6.142531720640062,49.437555367455516,1.302,116.61,9.43,162.64,16.25,334.0,62.82,37.27,0.246
PLA,Jute,46.83753824464713,318033.6293889261,13.656055762933253,8.471072826378109,46.38284876100021,1.386,104.81,8.57,143.84,14.74,296.9,67.55,42.5,0.248
